Host,business/finance,education/research,entertainment,health/medical,news/press,politics/government/law,sports,tech/science
27997,0.2922990206161433,0.01066909758540966,0.13121451963699282,1.925737273440524e-05,0.024586613123208388,0.08190744629106071,0.24946385588797163,0.2098401894864813
9316,0.3885651944876742,0.0008911230601255581,0.6085499546870479,0.00010056670867076603,0.00033106928932636335,0.00012914828108744205,8.731821132046918e-08,0.0014328561678510854
27045,0.18007260505850273,0.16733313802052685,0.4652476644453838,0.0003027410175565965,0.060353478085482956,0.0006942489714609966,0.003909433375981773,0.122086691025104
19805,0.009190446301402118,0.008637833586529047,0.947278729075589,7.415268952074238e-06,0.010912516722613706,2.0588557278816037e-05,3.87171871464768e-05,0.023913753300486975
26580,0.0007032665968379644,2.4756647630975505e-05,0.001701852742066426,0.9264456916821115,0.025530198822053568,0.04557458955188159,3.050035638450574e-09,1.9640907372951008e-05
16886,0.04006593695974137,7.342137067166289e-08,0.9597220147174903,2.563333304589014e-06,0.00020724605866027576,7.623623141999139e-08,1.56557417791364e-09,2.087707633614387e-06
27931,0.19225953231276038,0.013358904743503455,0.7511876745894241,0.005234760553611462,0.02672265185480118,0.005341155469397436,0.00031795946299366655,0.005577361013501847
8977,0.9995861117349636,2.9632749776776287e-06,0.0003581327635251191,2.743537414461844e-06,3.402742429866536e-07,4.8697773468070575e-05,1.7090706336410887e-09,1.0089323308556182e-06
20285,0.28129356884908435,1.268965829411701e-07,0.031337187192950505,2.444190359149356e-08,0.0010617689284706522,5.3152804621945745e-09,9.285683743607973e-07,0.6863063898073625
2427,0.11075378466493309,0.03087510998838129,0.17609955806400124,0.2389173463230043,2.4837565699706577e-05,0.0003976593953091472,2.4850928618975203e-11,0.4429317039737928
1324,2.4494742904443394e-08,0.9999978535634299,1.4256716929804025e-06,1.1194997165265605e-11,9.69998853395268e-09,6.691192963059017e-07,4.338346171191437e-19,1.743962391079813e-08
25006,0.023872053306170225,0.1748727814516383,0.490729056034778,2.3624498912436713e-05,0.0008442984520229369,0.0063850050426537555,5.615244099668765e-07,0.3032726196894247
13134,0.35360433399083935,0.0002298320127171738,0.4294566990007236,0.062306861364745066,0.1516334021499892,0.0026915747280590397,1.913805578061303e-08,7.727761486960978e-05
11834,1.3556692538785146e-19,2.9498778741829042e-21,1.0,2.03421441208473e-23,1.7685916860097016e-22,5.314777393546808e-27,7.534641356764288e-27,1.8182587126506173e-28
19930,5.819123821381517e-09,2.0231498809979126e-14,0.9999999941808255,1.0728021604298412e-17,1.571520631084597e-14,2.0118484655929315e-19,1.6824554129016329e-16,1.0344933278863489e-16
12212,0.9999962731766443,6.36136420543815e-09,7.666822082642185e-09,1.5814264263248124e-09,1.1329652414326068e-08,3.69145349971921e-06,4.2817075922157986e-14,8.430567550259569e-09
14062,0.009769946774051979,0.00011436242816937962,0.00056325816080152,9.492334273410387e-06,0.00033644888964110475,0.9892035606833727,1.3219844626879135e-10,2.930597509452422e-06
18965,0.3028745596481614,0.06596130289593764,0.09129594717293664,0.000368995484892645,0.003472196074024925,0.01124864162467516,1.8305262837023888e-08,0.5247783387941096
10744,0.21084873135617271,0.0008870091562402275,0.003617213558847958,0.0008335539975122045,3.3846194889149714e-05,0.783718600662608,8.763829147961718e-07,6.0168690828655156e-05
20664,0.991767635717348,3.074314328551748e-06,0.0032681436298247976,4.791559681563711e-13,1.4364359558006868e-07,3.4867027505092596e-13,6.308137198755672e-08,0.0049609396126982005
17021,1.0979620875267246e-05,0.9998737336001232,6.007856952865966e-05,1.2362660930060025e-08,3.0110740699551733e-07,4.132796755021176e-08,2.2582785063924643e-09,5.48511531594948e-05
8212,0.9724433214865362,0.0013976091191964255,0.016951153812495144,6.3701507119774795e-06,0.00914188575082244,5.915675809047652e-05,8.880761986117967e-08,4.1411451592382603e-07
20736,0.3028745596481614,0.06596130289593764,0.09129594717293664,0.000368995484892645,0.003472196074024925,0.01124864162467516,1.8305262837023888e-08,0.5247783387941096
11963,0.9769719776720694,0.0008180924129685255,0.009883487507494267,3.5003722675919955e-08,0.0002197903090474551,7.118769346553103e-09,6.249273229232401e-07,0.012105985048608598
12970,0.980229107257827,0.0009800016457778662,0.018243096433147844,8.232355861711491e-07,4.368884531734068e-05,0.00017513449519246634,1.7422777155737668e-06,0.000326405809438694
19053,0.9975699277203871,3.1729240214567e-05,0.002358602466041714,5.708486920045116e-06,1.249458405262577e-05,2.0805536885554255e-05,1.5526085572546114e-09,7.304128965165633e-07
20877,0.0684735048456659,0.6046530721398253,0.1678501617536975,3.779360193660977e-06,0.006162371098370954,0.0006851412624656091,2.0723060274160887e-08,0.1521719488167246
6688,0.99999359196114,1.256352641771678e-07,1.514010109049469e-09,4.521180156490258e-08,1.8989074013678937e-09,6.227162304034809e-06,1.7801807702735938e-12,6.614764672618439e-09
1485,0.4506591819082456,1.3762549294431587e-06,0.2695933964425581,2.0478538186191677e-07,0.2796782108490305,2.581106237822821e-06,4.062423190859788e-09,6.50445911930138e-05
9915,0.06212431345639415,0.6054446831289069,0.0001574848378372328,0.0002736375614088052,3.0892236604090854e-05,0.3319574613603069,9.843918691473347e-08,1.1428979360490566e-05
2785,0.9999993635774764,9.4132204298421e-10,1.3082408342520108e-08,1.8376095537477995e-09,4.967957456355039e-09,6.044981626256637e-07,6.629848684796994e-14,1.109500275856616e-08
20128,0.19201884951983478,0.11156292667943414,0.598245179617754,6.761078879629228e-05,0.0024969379519793854,0.07555210290366932,2.766401127275541e-06,0.020053626137404336
12295,0.0007544198509921885,0.02636515254335179,0.0006476251544243616,5.15559844015152e-07,1.970704477172066e-05,2.3706577175776915e-07,5.675144416913015e-07,0.9722117752664029
14567,6.837158956669946e-25,3.2262554027376285e-34,2.1266503988101243e-32,9.4167884722027e-36,7.619904183186716e-33,3.034236023386082e-38,7.655990959105561e-36,1.0
25052,0.9999998002256989,2.3819959445011713e-10,1.7947128445758525e-07,2.002524656940092e-11,2.0904846725694454e-09,2.7552414001111646e-11,2.6501457905180017e-09,1.5276608927745687e-08
25689,3.319487112826589e-10,3.0342568677894215e-17,0.9999999996676934,5.721177291129795e-22,1.0118928795985915e-13,9.019506485410833e-25,2.4023683544795137e-16,2.849900691778007e-13
18873,0.35588599545828525,0.07720784776521065,0.06000879179650056,0.031078895856291228,0.03876533814270472,0.3790048822555675,0.0007695254091494925,0.057278723316290935
18451,0.9999999999828049,2.9034345271663383e-17,1.526052315570637e-11,1.6965678350009276e-15,8.523007764466146e-14,4.928642897264392e-18,1.85106500901193e-12,1.1713558969855108e-16
8422,0.3015870445718048,0.06356222116859297,0.17420021251895743,0.028221946600789274,0.05253173038996442,0.10605020640781686,0.01015968585472527,0.26368695248734914
9199,0.0002548059613133634,8.904906624605991e-07,0.9900639346919378,1.234352222306066e-08,0.009679641045755659,3.1349404818352406e-08,2.1913282557167013e-08,6.622041266446685e-07
9941,0.017524170916923643,0.0008954595680410529,0.3772230756771175,0.00014081028210828083,0.002718213899362626,0.5984698943448111,5.527809610606491e-06,0.0030228475020288898
20517,0.30355822137286487,0.0657186472295979,0.091113929266806,0.0003615851142996649,0.003474615578364773,0.013635263028369,2.0428304947764485e-08,0.5221377179813939
12718,0.6434825663680143,0.00022194816632651077,0.20153815018980126,0.0014551276421286338,0.00043857797887003684,0.15206293199711746,5.337499433629737e-06,0.0007953601583082064
1681,0.913006656159943,1.96714412195344e-06,0.08256254832150449,8.254440085255442e-14,9.992277647697366e-08,1.6420696653371697e-15,4.0488383280763216e-08,0.0044286879631968085
4828,0.63361360463146,2.73750288275358e-09,0.3654079701904979,1.4336218209919608e-10,8.641482408140201e-09,1.5930198314129736e-11,1.0334296159364809e-07,0.0009783102968139777
22986,0.9998838239258045,1.2025053598697233e-06,0.00010908086385476312,3.094876151985705e-06,1.787826484060287e-06,4.607067292504513e-07,5.3734050490987524e-08,4.955615667869708e-07
423,2.8304623675911834e-13,0.025852157297474084,1.2256605568063693e-08,7.992182583981726e-05,1.3198230107892845e-12,3.4301592731158663e-12,1.3341579461428819e-08,0.9740678952734622
19294,0.08879512493525697,3.2325517213901847e-09,3.307475560720293e-05,2.9328310346815646e-07,3.1393775749792816e-06,4.427729228444211e-08,8.983140936806905e-11,0.9111683200487549
6354,0.9446847125149201,0.005909394818416579,0.03638194194961322,9.141387899740428e-08,1.5072498963353055e-07,6.184819857394001e-05,0.012315647929349699,0.0006462124502551568
4086,0.039349008695628296,0.054846924834029455,4.5506050123877374e-05,0.00032478502111939574,3.50745354406153e-07,0.9054178143480834,7.5406700896531e-10,1.560955159333527e-05
3146,0.00013915834775429868,2.0803148253587915e-07,0.9965150982607232,1.7668406879097314e-12,8.296816886166688e-08,2.13403171798921e-12,3.617864062754189e-09,0.0033454487701062726
8759,0.935188456713032,1.0319775518599188e-08,0.0033724329099004743,1.7953494887461775e-10,0.0015472459558485024,6.076311314978048e-13,0.0018884480360698431,0.0580034058852337
1358,0.9999978086337217,5.391646630588891e-10,1.9234614041554653e-06,1.9574789982012778e-07,2.0423869924286467e-08,2.9919252177712904e-11,2.6510022094484392e-08,2.4654004241852932e-08
8466,5.1689784937778085e-12,0.9999993521655706,8.982460101441302e-14,1.2842263086620165e-13,4.0713467774747765e-14,1.0406569555860561e-13,3.3382174528455826e-19,6.478288847514183e-07
12664,0.5957049135190916,0.05327995358304532,0.07275452732344777,0.012132507578547872,0.12452037476226592,0.02243590272418549,0.0005419250394362195,0.11862989546997964
13113,0.26033912944208504,3.877662808191558e-07,0.7383794462672243,3.8657669871762966e-08,3.594649847527191e-07,0.0012804347980999561,1.535645881094763e-07,5.0039067682529726e-08
24532,0.99999998553227,4.4110077530447253e-17,1.4467658020212646e-08,6.179792553908934e-14,4.593640323738972e-16,2.562363289018654e-19,5.6901791743505985e-18,1.1298656383312515e-19
26881,4.060197286529124e-18,1.892072324494081e-24,1.5167456982463552e-24,8.183761451283562e-27,2.187029040963248e-24,2.687159042064018e-28,2.072822668910025e-26,1.0
20970,1.7932208776474153e-06,1.1170375620144937e-06,0.9999916381027983,4.908993447145875e-09,3.3230948899140403e-07,2.0404797405927915e-08,2.2174757338502378e-10,5.093793739291147e-06
5951,0.0042381433702887664,8.314744847047387e-05,0.6113939766443961,0.00010036369665754002,0.38398202023486483,0.00019068562583122913,4.0871023928132656e-06,7.575877102832273e-06
2547,0.023600795966936285,0.0011356719920936835,0.9311822955770906,0.0004935042561813477,0.03619005756954172,0.001976939394862246,0.0009422778930275295,0.004478457350264728
254,0.9998987589156572,6.839816557109523e-09,8.292805848145814e-08,4.285918186823989e-09,1.686861370840999e-06,4.9261572107011874e-11,3.653826109187315e-07,9.90947373227395e-05
9824,2.9541872492052667e-20,6.085268063042809e-30,5.256121107803097e-29,3.3436637736468856e-32,4.305948619718902e-29,2.292945111606949e-34,1.5948576183703071e-31,1.0
27314,0.3808940291480911,0.013148388002105573,0.4355403512619385,0.10963364918355213,0.01840352700458848,0.02234659878648602,0.002279254669102254,0.017754201944137314
13643,0.9730143899238672,5.44945347022536e-05,0.008570437228099428,6.451786038919929e-06,9.071077869240235e-05,4.066990832052844e-06,3.4042478142857567e-06,0.01825604450994464
7998,0.9972256174223846,5.5159234123412855e-06,0.0001407136175755039,2.6175624636146205e-05,1.0846967000517154e-06,0.0026006201756294677,8.49675347390458e-11,2.7245468985329914e-07
6742,0.016511116415698447,0.47858675845557075,0.008153646940132708,0.0008481771102319543,0.002604174815871525,0.49054757007597793,6.397018570652345e-06,0.002742159167945931
25525,4.979640166730556e-16,1.5435049261910098e-19,6.228334286441886e-20,2.427154494714127e-17,1.0,3.6507016865907817e-20,6.59545315456185e-23,3.8915738112470876e-20
26065,0.5012948021664203,3.9985056665785395e-06,0.10347752614552136,4.7615615915537184e-05,0.3940603836189438,0.0005060262221166771,3.605000168100436e-07,0.000609287225398299
997,0.030756978550808507,1.3693045310560524e-05,0.4259694738838046,2.5572209905436954e-08,3.9025689979312326e-05,0.5432204637695482,7.390913473467888e-08,2.6557920728660144e-07
12263,0.9978639355643745,2.1806050793346073e-08,2.1631532216726738e-05,2.2685496654212758e-14,4.232287121897766e-08,3.8681693058447737e-14,5.120169082664204e-10,0.0021143682624175414
61,0.07011586986753184,3.0175083834644062e-05,0.9297886191331364,3.841398184171769e-09,3.5950775505233293e-06,1.2776674946248665e-08,3.0180382034153492e-09,6.172120184790054e-05
25885,0.9992193395298302,0.0004693878035903986,9.733982975387008e-05,1.981765472470467e-07,9.245433947491754e-06,5.4707763337759264e-05,4.03774800762288e-11,0.00014978142262139684
