Host,business/finance,education/research,entertainment,health/medical,news/press,politics/government/law,sports,tech/science
27997,0.2567018872267978,0.19449872884765634,0.353009661159587,0.00860085647594409,0.025031593973883656,0.021022778603663098,0.03403878120822554,0.10709571250424249
9316,0.32554219163648057,0.06205417620318681,0.4186948079931105,0.009990701357284264,0.02333671862186427,0.022995855030336427,0.03192504894000168,0.10546050021773541
27045,0.6678378758847088,0.014952265533046372,0.233601471267841,0.013948759471841234,0.026979171185267395,0.008298614196965646,0.018007876517833008,0.016373965942496616
19805,0.15335720396866148,0.07543067168305445,0.07834483515003816,0.43804701790932854,0.030237084552865726,0.14474565629004596,0.017663864992922926,0.062173665453082824
26580,0.06069791290090514,0.1695547097426066,0.3531865393471572,0.04315962930923014,0.09149434347290453,0.10039118774702784,0.014295144674315854,0.16722053280585267
16886,0.1628002823443033,0.041575014665633896,0.5576495359098935,0.019702323269174832,0.037599348650521364,0.02742072455298771,0.026833699327018,0.12641907128046734
27931,0.29512507238327557,0.0540105941998747,0.4615275151818664,0.019920555921524266,0.043102431924396875,0.06040171170325339,0.028581409604021158,0.037330709081787705
8977,0.2783337053706547,0.11738178537216838,0.25860112684627723,0.05097305070641201,0.03472729952228074,0.08242167482554472,0.040161396184819155,0.13739996117184308
20285,0.0883054941412126,0.09537772601712359,0.3638212612883224,0.04094246538969735,0.04691516406149507,0.07342282088840615,0.22216884583717258,0.06904622237657013
2427,0.2913461258281283,0.20424550334269093,0.2423681944490075,0.02537702584000537,0.023643262866215937,0.044510487532613476,0.024386046899982423,0.14412335324135603
1324,0.40506349434757066,0.029932885176496934,0.42557894450863437,0.018661736673572103,0.022296041955883344,0.03721352658953786,0.021933715628689024,0.039319655119615875
25006,0.31920541000166563,0.12039961510230429,0.22789846360001256,0.034912681723017154,0.027821621623537962,0.10154463933097466,0.042376063947029044,0.12584150467145877
13134,0.4204920826677879,0.03810368536039149,0.13142020587674644,0.11310490478146114,0.03963671417091892,0.1908259181105582,0.01397421188568235,0.05244227714645339
11834,0.6929367937444757,0.01919425908498096,0.15794780905720285,0.02980689172422978,0.021514786892890252,0.02852148380069451,0.01739741531819181,0.03268056037733412
19930,0.2959769320465852,0.18050096181303948,0.15889021245957557,0.04149814814215908,0.022167936386635185,0.1844006331158076,0.025577055333054773,0.09098812070314306
12212,0.3780009571831288,0.024605855516526293,0.2990708108173066,0.040204655972747784,0.12946743688097842,0.04443140628172166,0.02028680361505585,0.06393207373253466
14062,0.029508359009384533,0.017736511196752663,0.023778753042227457,0.004364414601866758,0.005054453835346917,0.006047582094861898,0.004445819142391577,0.9090641070771681
18965,0.25866944139250886,0.04727022030280588,0.37954078726455187,0.018073503822272848,0.030153268994099165,0.16156948347668798,0.012902987525311285,0.09182030722176213
10744,0.3765662636092622,0.06942198864967623,0.22651480939501165,0.06863750861702932,0.018296735102333764,0.11865071938668638,0.01971225391474166,0.10219972132525881
20664,0.14829412428399033,0.07710300883592199,0.45090089079610457,0.03348182110087573,0.0434877807281571,0.03592730029616876,0.1645546764583824,0.04625039750039924
17021,0.273854887219652,0.04296531017571359,0.2621707667499485,0.02513224743333144,0.11676142434275893,0.02447931717892031,0.0391959701466507,0.21544007675302465
8212,0.3714512605882154,0.06114108561537963,0.41718457027678196,0.008694201957570641,0.019320498056765143,0.014487201117628676,0.02814912928385928,0.0795720531037993
